dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,rider_type,riders
8/2/2022,1,1,2,6,0,3,1,2,0.24,0.2879,0.7,0,casual,3
8/2/2022,1,1,2,7,0,3,1,2,0.24,0.2576,0.7,0.1045,casual,5
8/2/2022,1,1,2,8,0,3,1,2,0.24,0.2273,0.7,0.2239,casual,13
8/2/2022,1,1,2,9,0,3,1,2,0.24,0.2576,0.7,0.1642,casual,8
8/2/2022,1,1,2,10,0,3,1,2,0.26,0.2576,0.7,0.2239,casual,1
8/2/2022,1,1,2,11,0,3,1,2,0.26,0.2576,0.65,0.2239,casual,5
8/2/2022,1,1,2,12,0,3,1,2,0.28,0.2576,0.65,0.2836,casual,14
8/2/2022,1,1,2,13,0,3,1,2,0.28,0.2879,0.61,0.1045,casual,15
8/2/2022,1,1,2,14,0,3,1,2,0.3,0.303,0.56,0.1642,casual,8
8/2/2022,1,1,2,15,0,3,1,3,0.3,0.3182,0.61,0.1045,casual,5
8/2/2022,1,1,2,16,0,3,1,3,0.26,0.2727,0.81,0.1045,casual,2
8/2/2022,1,1,2,17,0,3,1,3,0.24,0.2576,0.87,0.1045,casual,8
8/2/2022,1,1,2,18,0,3,1,3,0.24,0.2576,0.87,0.1045,casual,4
8/2/2022,1,1,2,19,0,3,1,3,0.24,0.2576,0.87,0.1045,casual,3
8/2/2022,1,1,2,20,0,3,1,3,0.24,0.2424,0.87,0.1343,casual,3
8/2/2022,1,1,2,21,0,3,1,3,0.24,0.2273,0.87,0.194,casual,3
8/2/2022,1,1,2,22,0,3,1,2,0.24,0.2424,0.87,0.1343,casual,3
8/2/2022,1,1,2,23,0,3,1,2,0.24,0.2424,0.87,0.1642,casual,3
9/2/2022,1,1,2,0,0,4,1,2,0.24,0.2424,0.87,0.1642,casual,3
9/2/2022,1,1,2,1,0,4,1,2,0.24,0.2424,0.87,0.1343,casual,2
9/2/2022,1,1,2,2,0,4,1,1,0.22,0.2273,0.8,0.1343,casual,0
9/2/2022,1,1,2,3,0,4,1,1,0.22,0.2121,0.8,0.2836,casual,0
9/2/2022,1,1,2,4,0,4,1,2,0.22,0.197,0.75,0.4478,casual,0
9/2/2022,1,1,2,5,0,4,1,1,0.2,0.1818,0.75,0.2836,casual,0
9/2/2022,1,1,2,6,0,4,1,1,0.2,0.1818,0.75,0.2836,casual,1
9/2/2022,1,1,2,7,0,4,1,1,0.2,0.197,0.69,0.2537,casual,4
9/2/2022,1,1,2,8,0,4,1,1,0.2,0.197,0.64,0.2537,casual,11
9/2/2022,1,1,2,9,0,4,1,1,0.2,0.197,0.59,0.2239,casual,9
9/2/2022,1,1,2,10,0,4,1,1,0.22,0.2121,0.51,0.2239,casual,7
9/2/2022,1,1,2,11,0,4,1,1,0.24,0.2273,0.52,0.2239,casual,4
9/2/2022,1,1,2,12,0,4,1,1,0.26,0.2273,0.48,0.3284,casual,10
9/2/2022,1,1,2,13,0,4,1,1,0.3,0.2727,0.42,0.3284,casual,10
9/2/2022,1,1,2,14,0,4,1,1,0.32,0.303,0.39,0.2985,casual,18
9/2/2022,1,1,2,15,0,4,1,1,0.32,0.303,0.36,0.2985,casual,14
9/2/2022,1,1,2,16,0,4,1,1,0.34,0.3333,0.36,0,casual,15
9/2/2022,1,1,2,17,0,4,1,1,0.34,0.3333,0.34,0.1343,casual,12
9/2/2022,1,1,2,18,0,4,1,1,0.34,0.3333,0.31,0.1642,casual,13
9/2/2022,1,1,2,19,0,4,1,1,0.32,0.3333,0.33,0.1045,casual,8
9/2/2022,1,1,2,20,0,4,1,1,0.32,0.3485,0.36,0,casual,2
9/2/2022,1,1,2,21,0,4,1,1,0.3,0.3182,0.52,0.0896,casual,8
9/2/2022,1,1,2,22,0,4,1,2,0.3,0.3333,0.56,0,casual,3
9/2/2022,1,1,2,23,0,4,1,2,0.3,0.3333,0.52,0,casual,9
10/2/2022,1,1,2,0,0,5,1,2,0.28,0.303,0.65,0.0896,casual,4
10/2/2022,1,1,2,1,0,5,1,2,0.28,0.303,0.61,0.0896,casual,2
10/2/2022,1,1,2,2,0,5,1,1,0.26,0.2879,0.52,0.0896,casual,7
10/2/2022,1,1,2,3,0,5,1,1,0.26,0.2879,0.56,0.0896,casual,0
10/2/2022,1,1,2,4,0,5,1,1,0.26,0.2879,0.56,0.0896,casual,0
10/2/2022,1,1,2,5,0,5,1,1,0.24,0.2273,0.52,0.2239,casual,0
10/2/2022,1,1,2,6,0,5,1,1,0.2,0.197,0.59,0.194,casual,3
10/2/2022,1,1,2,7,0,5,1,1,0.2,0.2121,0.59,0.1642,casual,5
10/2/2022,1,1,2,8,0,5,1,1,0.2,0.2121,0.59,0.1642,casual,1
10/2/2022,1,1,2,9,0,5,1,1,0.22,0.2273,0.55,0.1642,casual,10
10/2/2022,1,1,2,10,0,5,1,2,0.26,0.2727,0.48,0.1343,casual,5
10/2/2022,1,1,2,11,0,5,1,2,0.28,0.2879,0.45,0.1045,casual,19
10/2/2022,1,1,2,12,0,5,1,2,0.3,0.303,0.42,0.1343,casual,8
10/2/2022,1,1,2,13,0,5,1,2,0.3,0.3182,0.42,0.0896,casual,22
10/2/2022,1,1,2,14,0,5,1,2,0.32,0.3333,0.39,0.0896,casual,8
10/2/2022,1,1,2,15,0,5,1,2,0.32,0.3333,0.45,0.1343,casual,27
10/2/2022,1,1,2,16,0,5,1,2,0.34,0.3182,0.42,0.2537,casual,28
10/2/2022,1,1,2,17,0,5,1,2,0.34,0.3333,0.42,0.194,casual,15
10/2/2022,1,1,2,18,0,5,1,3,0.3,0.303,0.61,0.1343,casual,14
10/2/2022,1,1,2,19,0,5,1,2,0.32,0.3485,0.57,0,casual,16
10/2/2022,1,1,2,20,0,5,1,2,0.32,0.3485,0.57,0,casual,7
10/2/2022,1,1,2,21,0,5,1,2,0.32,0.3333,0.66,0.0896,casual,14
10/2/2022,1,1,2,22,0,5,1,2,0.32,0.3485,0.66,0,casual,11
10/2/2022,1,1,2,23,0,5,1,2,0.3,0.3182,0.7,0.0896,casual,1
11/2/2022,1,1,2,0,0,6,0,2,0.3,0.303,0.7,0.1343,casual,3
11/2/2022,1,1,2,1,0,6,0,3,0.28,0.2879,0.81,0.1343,casual,2
11/2/2022,1,1,2,2,0,6,0,3,0.26,0.2576,0.81,0.194,casual,2
11/2/2022,1,1,2,3,0,6,0,3,0.24,0.2273,0.87,0.2239,casual,0
11/2/2022,1,1,2,4,0,6,0,3,0.24,0.2273,0.87,0.2239,casual,0
11/2/2022,1,1,2,5,0,6,0,3,0.22,0.2273,0.93,0.1642,casual,0
11/2/2022,1,1,2,6,0,6,0,3,0.22,0.2273,0.93,0.1343,casual,1
11/2/2022,1,1,2,7,0,6,0,3,0.22,0.2273,0.93,0.1343,casual,0
11/2/2022,1,1,2,8,0,6,0,3,0.22,0.2273,0.93,0.1343,casual,1
11/2/2022,1,1,2,9,0,6,0,3,0.22,0.2424,0.93,0.1045,casual,5
11/2/2022,1,1,2,10,0,6,0,3,0.22,0.2424,0.93,0.1045,casual,23
11/2/2022,1,1,2,11,0,6,0,2,0.24,0.2576,0.81,0.1045,casual,26
11/2/2022,1,1,2,12,0,6,0,2,0.26,0.2576,0.81,0.1642,casual,25
11/2/2022,1,1,2,13,0,6,0,2,0.26,0.2424,0.81,0.2836,casual,18
11/2/2022,1,1,2,14,0,6,0,2,0.26,0.2424,0.81,0.2537,casual,38
11/2/2022,1,1,2,15,0,6,0,2,0.3,0.2727,0.61,0.2985,casual,12
11/2/2022,1,1,2,16,0,6,0,3,0.22,0.197,0.75,0.4179,casual,12
11/2/2022,1,1,2,17,0,6,0,3,0.22,0.1818,0.69,0.4627,casual,13
11/2/2022,1,1,2,18,0,6,0,2,0.22,0.1818,0.47,0.6567,casual,3
11/2/2022,1,1,2,19,0,6,0,2,0.2,0.1515,0.4,0.5522,casual,2
11/2/2022,1,1,2,20,0,6,0,2,0.16,0.1212,0.43,0.5522,casual,1
11/2/2022,1,1,2,21,0,6,0,1,0.14,0.0758,0.43,0.6418,casual,5
11/2/2022,1,1,2,22,0,6,0,2,0.14,0.1061,0.39,0.3881,casual,0
11/2/2022,1,1,2,23,0,6,0,3,0.12,0.0758,0.5,0.4925,casual,0
12/2/2022,1,1,2,0,0,0,0,3,0.1,0.0758,0.68,0.3881,casual,0
12/2/2022,1,1,2,1,0,0,0,3,0.08,0.0455,0.79,0.4627,casual,0
12/2/2022,1,1,2,2,0,0,0,2,0.1,0.0606,0.58,0.5821,casual,1
12/2/2022,1,1,2,3,0,0,0,2,0.1,0.0455,0.46,0.6866,casual,0
12/2/2022,1,1,2,4,0,0,0,2,0.1,0.0455,0.46,0.7164,casual,0
12/2/2022,1,1,2,5,0,0,0,1,0.1,0.0758,0.49,0.3881,casual,0
12/2/2022,1,1,2,6,0,0,0,1,0.1,0.0758,0.49,0.3881,casual,0
12/2/2022,1,1,2,7,0,0,0,1,0.08,0.0909,0.53,0.194,casual,0
12/2/2022,1,1,2,8,0,0,0,1,0.08,0.0758,0.53,0.2537,casual,0
12/2/2022,1,1,2,9,0,0,0,1,0.1,0.0909,0.49,0.2985,casual,3
12/2/2022,1,1,2,10,0,0,0,1,0.12,0.1061,0.42,0.3582,casual,8
12/2/2022,1,1,2,11,0,0,0,1,0.12,0.1061,0.42,0.2985,casual,3
12/2/2022,1,1,2,12,0,0,0,1,0.14,0.0758,0.39,0.6418,casual,7
12/2/2022,1,1,2,13,0,0,0,1,0.16,0.1212,0.4,0.4478,casual,10
12/2/2022,1,1,2,14,0,0,0,1,0.16,0.1212,0.4,0.5224,casual,9
12/2/2022,1,1,2,15,0,0,0,1,0.16,0.1212,0.4,0.5522,casual,5
12/2/2022,1,1,2,16,0,0,0,1,0.2,0.1667,0.34,0.4627,casual,16
12/2/2022,1,1,2,17,0,0,0,1,0.18,0.1515,0.37,0.4179,casual,4
12/2/2022,1,1,2,18,0,0,0,1,0.16,0.1212,0.4,0.4627,casual,4
12/2/2022,1,1,2,19,0,0,0,1,0.16,0.1364,0.4,0.2836,casual,2
12/2/2022,1,1,2,20,0,0,0,1,0.14,0.1212,0.42,0.3284,casual,1
12/2/2022,1,1,2,21,0,0,0,1,0.14,0.1212,0.43,0.2985,casual,0
12/2/2022,1,1,2,22,0,0,0,1,0.14,0.1515,0.43,0.1642,casual,0
12/2/2022,1,1,2,23,0,0,0,1,0.14,0.1364,0.43,0.2239,casual,0
2/13/2022,1,1,2,0,0,1,1,1,0.14,0.1364,0.46,0.2239,casual,0
2/13/2022,1,1,2,1,0,1,1,1,0.12,0.1212,0.5,0.2239,casual,0
2/13/2022,1,1,2,2,0,1,1,1,0.14,0.1364,0.46,0.194,casual,0
2/13/2022,1,1,2,3,0,1,1,1,0.12,0.1515,0.54,0.1045,casual,0
2/13/2022,1,1,2,4,0,1,1,1,0.12,0.1667,0.54,0.0896,casual,0
2/13/2022,1,1,2,5,0,1,1,1,0.1,0.1212,0.58,0.1343,casual,0
2/13/2022,1,1,2,6,0,1,1,1,0.1,0.1061,0.54,0.2239,casual,1
2/13/2022,1,1,2,7,0,1,1,1,0.1,0.1061,0.54,0.194,casual,1
2/13/2022,1,1,2,8,0,1,1,1,0.1,0.1212,0.54,0.1343,casual,4
2/13/2022,1,1,2,9,0,1,1,1,0.12,0.1364,0.5,0.194,casual,7
2/13/2022,1,1,2,10,0,1,1,1,0.14,0.1515,0.5,0.1343,casual,1
2/13/2022,1,1,2,11,0,1,1,1,0.22,0.2273,0.37,0.194,casual,5
2/13/2022,1,1,2,12,0,1,1,1,0.28,0.2576,0.28,0.3284,casual,7
2/13/2022,1,1,2,13,0,1,1,1,0.32,0.303,0.22,0.2239,casual,11
2/13/2022,1,1,2,14,0,1,1,1,0.34,0.3485,0.23,0.1045,casual,10
2/13/2022,1,1,2,15,0,1,1,1,0.36,0.3485,0.27,0.1343,casual,10
2/13/2022,1,1,2,16,0,1,1,1,0.36,0.3485,0.23,0.194,casual,5
2/13/2022,1,1,2,17,0,1,1,1,0.36,0.3485,0.23,0.194,casual,8
2/13/2022,1,1,2,18,0,1,1,1,0.34,0.3182,0.25,0.2537,casual,6
2/13/2022,1,1,2,19,0,1,1,1,0.34,0.3333,0.25,0.1343,casual,7
2/13/2022,1,1,2,20,0,1,1,1,0.3,0.303,0.42,0.1642,casual,4
2/13/2022,1,1,2,21,0,1,1,1,0.28,0.2879,0.45,0.1343,casual,2
2/13/2022,1,1,2,22,0,1,1,1,0.26,0.2727,0.56,0.1045,casual,3
2/13/2022,1,1,2,23,0,1,1,1,0.28,0.3182,0.41,0,casual,2
2/14/2022,1,1,2,0,0,2,1,2,0.26,0.303,0.6,0,casual,0
2/14/2022,1,1,2,1,0,2,1,2,0.26,0.303,0.56,0,casual,0
2/14/2022,1,1,2,2,0,2,1,2,0.28,0.3182,0.41,0,casual,0
2/14/2022,1,1,2,3,0,2,1,2,0.26,0.303,0.52,0,casual,0
2/14/2022,1,1,2,4,0,2,1,2,0.26,0.2727,0.65,0.1045,casual,0
2/14/2022,1,1,2,5,0,2,1,2,0.26,0.2727,0.65,0.1045,casual,2
2/14/2022,1,1,2,6,0,2,1,2,0.26,0.303,0.56,0,casual,1
2/14/2022,1,1,2,7,0,2,1,2,0.24,0.2576,0.6,0.0896,casual,4
2/14/2022,1,1,2,8,0,2,1,2,0.24,0.2879,0.7,0,casual,3
2/14/2022,1,1,2,9,0,2,1,2,0.26,0.2879,0.56,0.0896,casual,6
2/14/2022,1,1,2,10,0,2,1,2,0.26,0.2727,0.6,0.1343,casual,8
2/14/2022,1,1,2,11,0,2,1,2,0.3,0.303,0.45,0.1642,casual,5
2/14/2022,1,1,2,12,0,2,1,2,0.3,0.2879,0.52,0.2239,casual,10
2/14/2022,1,1,2,13,0,2,1,2,0.36,0.3333,0.4,0.2537,casual,6
2/14/2022,1,1,2,14,0,2,1,1,0.4,0.4091,0.4,0.2239,casual,13
2/14/2022,1,1,2,15,0,2,1,2,0.42,0.4242,0.38,0.4478,casual,7
2/14/2022,1,1,2,16,0,2,1,1,0.42,0.4242,0.35,0.2985,casual,15
2/14/2022,1,1,2,17,0,2,1,1,0.42,0.4242,0.38,0.3582,casual,19
2/14/2022,1,1,2,18,0,2,1,2,0.38,0.3939,0.46,0.2985,casual,8
2/14/2022,1,1,2,19,0,2,1,2,0.36,0.3485,0.5,0.1642,casual,11
2/14/2022,1,1,2,20,0,2,1,2,0.38,0.3939,0.46,0.1343,casual,6
2/14/2022,1,1,2,21,0,2,1,2,0.36,0.3636,0.5,0.1045,casual,4
2/14/2022,1,1,2,22,0,2,1,2,0.36,0.3636,0.5,0.1045,casual,5
2/14/2022,1,1,2,23,0,2,1,2,0.36,0.3636,0.5,0.0896,casual,2
2/15/2022,1,1,2,0,0,3,1,1,0.32,0.3485,0.57,0,casual,0
2/15/2022,1,1,2,1,0,3,1,1,0.34,0.3636,0.53,0,casual,0
2/15/2022,1,1,2,2,0,3,1,1,0.3,0.3333,0.61,0,casual,0
2/15/2022,1,1,2,3,0,3,1,1,0.28,0.3182,0.75,0,casual,0
2/15/2022,1,1,2,4,0,3,1,1,0.28,0.2879,0.7,0.1045,casual,0
2/15/2022,1,1,2,5,0,3,1,1,0.28,0.2879,0.7,0.1045,casual,0
2/15/2022,1,1,2,6,0,3,1,1,0.3,0.303,0.61,0.1343,casual,3
2/15/2022,1,1,2,7,0,3,1,2,0.3,0.2879,0.65,0.194,casual,3
2/15/2022,1,1,2,8,0,3,1,1,0.32,0.2879,0.61,0.3582,casual,7
2/15/2022,1,1,2,9,0,3,1,1,0.32,0.303,0.61,0.3284,casual,5
2/15/2022,1,1,2,10,0,3,1,1,0.34,0.303,0.57,0.2985,casual,12
2/15/2022,1,1,2,11,0,3,1,1,0.36,0.3333,0.53,0.2836,casual,13
2/15/2022,1,1,2,12,0,3,1,1,0.38,0.3939,0.46,0.3881,casual,11
2/15/2022,1,1,2,13,0,3,1,1,0.4,0.4091,0.43,0.2836,casual,11
2/15/2022,1,1,2,14,0,3,1,1,0.42,0.4242,0.41,0.3582,casual,6
2/15/2022,1,1,2,15,0,3,1,1,0.42,0.4242,0.41,0.2239,casual,7
2/15/2022,1,1,2,16,0,3,1,1,0.42,0.4242,0.38,0.194,casual,9
2/15/2022,1,1,2,17,0,3,1,1,0.42,0.4242,0.38,0.194,casual,17
2/15/2022,1,1,2,18,0,3,1,1,0.4,0.4091,0.4,0.2239,casual,9
2/15/2022,1,1,2,19,0,3,1,1,0.38,0.3939,0.43,0.1642,casual,9
2/15/2022,1,1,2,20,0,3,1,1,0.36,0.3485,0.46,0.1642,casual,4
2/15/2022,1,1,2,21,0,3,1,1,0.34,0.3333,0.53,0.1642,casual,8
2/15/2022,1,1,2,22,0,3,1,1,0.34,0.3485,0.49,0.1045,casual,3
2/15/2022,1,1,2,23,0,3,1,1,0.34,0.3485,0.53,0.0896,casual,4
2/16/2022,1,1,2,0,0,4,1,2,0.3,0.303,0.7,0.1343,casual,1
2/16/2022,1,1,2,1,0,4,1,2,0.3,0.3333,0.7,0,casual,0
2/16/2022,1,1,2,2,0,4,1,2,0.3,0.3182,0.7,0.0896,casual,1
2/16/2022,1,1,2,3,0,4,1,2,0.3,0.3333,0.61,0,casual,0
2/16/2022,1,1,2,4,0,4,1,3,0.3,0.3182,0.7,0.0896,casual,0
2/16/2022,1,1,2,5,0,4,1,2,0.3,0.3333,0.7,0,casual,0
2/16/2022,1,1,2,6,0,4,1,2,0.3,0.3182,0.7,0.0896,casual,4
2/16/2022,1,1,2,7,0,4,1,2,0.3,0.303,0.7,0.1343,casual,3
2/16/2022,1,1,2,8,0,4,1,2,0.3,0.3182,0.7,0.0896,casual,9
2/16/2022,1,1,2,9,0,4,1,2,0.3,0.303,0.7,0.1642,casual,3
2/16/2022,1,1,2,10,0,4,1,3,0.32,0.3333,0.7,0.1343,casual,2
2/16/2022,1,1,2,11,0,4,1,3,0.32,0.3333,0.7,0.1045,casual,2
2/16/2022,1,1,2,12,0,4,1,3,0.32,0.3333,0.76,0.0896,casual,1
2/16/2022,1,1,2,13,0,4,1,3,0.34,0.3182,0.71,0.2537,casual,2
2/16/2022,1,1,2,14,0,4,1,3,0.32,0.3182,0.81,0.194,casual,1
2/16/2022,1,1,2,15,0,4,1,3,0.34,0.3636,0.76,0,casual,3
2/16/2022,1,1,2,16,0,4,1,3,0.34,0.3636,0.81,0,casual,8
2/16/2022,1,1,2,17,0,4,1,3,0.34,0.3636,0.87,0,casual,8
2/16/2022,1,1,2,18,0,4,1,3,0.34,0.3333,0.87,0.1343,casual,8
2/16/2022,1,1,2,19,0,4,1,2,0.32,0.3182,0.87,0.1642,casual,4
2/16/2022,1,1,2,20,0,4,1,2,0.32,0.3333,0.87,0.1343,casual,5
2/16/2022,1,1,2,21,0,4,1,2,0.34,0.3485,0.81,0.1045,casual,3
2/16/2022,1,1,2,22,0,4,1,2,0.32,0.3485,0.81,0,casual,3
2/16/2022,1,1,2,23,0,4,1,1,0.32,0.3333,0.81,0.0896,casual,3
2/17/2022,1,1,2,0,0,5,1,2,0.3,0.3333,0.87,0,casual,2
2/17/2022,1,1,2,1,0,5,1,2,0.3,0.3333,0.93,0,casual,2
2/17/2022,1,1,2,2,0,5,1,2,0.3,0.3182,0.93,0.1045,casual,1
2/17/2022,1,1,2,3,0,5,1,2,0.28,0.2879,0.93,0.1045,casual,0
2/17/2022,1,1,2,4,0,5,1,2,0.28,0.2727,0.93,0.194,casual,0
2/17/2022,1,1,2,5,0,5,1,2,0.28,0.2727,0.93,0.1642,casual,0
2/17/2022,1,1,2,6,0,5,1,2,0.28,0.2879,0.96,0.1343,casual,1
2/17/2022,1,1,2,7,0,5,1,2,0.28,0.2879,0.93,0.1045,casual,4
2/17/2022,1,1,2,8,0,5,1,2,0.26,0.303,1,0,casual,4
2/17/2022,1,1,2,9,0,5,1,2,0.26,0.303,1,0,casual,8
2/17/2022,1,1,2,10,0,5,1,1,0.34,0.3182,0.71,0.2836,casual,13
2/17/2022,1,1,2,11,0,5,1,1,0.36,0.3333,0.62,0.4179,casual,9
2/17/2022,1,1,2,12,0,5,1,1,0.38,0.3939,0.46,0.3881,casual,21
2/17/2022,1,1,2,13,0,5,1,1,0.4,0.4091,0.43,0.3582,casual,34
2/17/2022,1,1,2,14,0,5,1,1,0.4,0.4091,0.37,0.3582,casual,33
2/17/2022,1,1,2,15,0,5,1,1,0.42,0.4242,0.35,0.4179,casual,41
2/17/2022,1,1,2,16,0,5,1,1,0.42,0.4242,0.32,0.2985,casual,56
2/17/2022,1,1,2,17,0,5,1,1,0.42,0.4242,0.32,0.3284,casual,36
2/17/2022,1,1,2,18,0,5,1,1,0.4,0.4091,0.35,0.2537,casual,15
2/17/2022,1,1,2,19,0,5,1,1,0.38,0.3939,0.37,0.2239,casual,16
2/17/2022,1,1,2,20,0,5,1,1,0.4,0.4091,0.35,0.194,casual,13
2/17/2022,1,1,2,21,0,5,1,1,0.38,0.3939,0.37,0.194,casual,15
2/17/2022,1,1,2,22,0,5,1,1,0.36,0.3485,0.4,0.2239,casual,15
2/17/2022,1,1,2,23,0,5,1,1,0.36,0.3485,0.4,0.194,casual,10
2/18/2022,1,1,2,0,0,6,0,1,0.34,0.3333,0.42,0.1642,casual,5
2/18/2022,1,1,2,1,0,6,0,1,0.32,0.3182,0.49,0.1642,casual,7
2/18/2022,1,1,2,2,0,6,0,1,0.3,0.2879,0.61,0.2537,casual,6
2/18/2022,1,1,2,3,0,6,0,1,0.28,0.2879,0.65,0.1045,casual,3
2/18/2022,1,1,2,4,0,6,0,1,0.26,0.303,0.7,0,casual,3
2/18/2022,1,1,2,5,0,6,0,1,0.24,0.2576,0.7,0.0896,casual,0
2/18/2022,1,1,2,6,0,6,0,1,0.24,0.2879,0.7,0,casual,1
2/18/2022,1,1,2,7,0,6,0,1,0.24,0.2879,0.7,0,casual,8
2/18/2022,1,1,2,8,0,6,0,1,0.22,0.2727,0.87,0,casual,10
2/18/2022,1,1,2,9,0,6,0,1,0.22,0.2424,0.8,0.1045,casual,22
2/18/2022,1,1,2,10,0,6,0,1,0.26,0.2727,0.81,0.1045,casual,48
2/18/2022,1,1,2,11,0,6,0,1,0.32,0.3333,0.57,0.1343,casual,102
2/18/2022,1,1,2,12,0,6,0,1,0.36,0.3485,0.43,0.194,casual,128
2/18/2022,1,1,2,13,0,6,0,1,0.4,0.4091,0.43,0.2836,casual,165
2/18/2022,1,1,2,14,0,6,0,1,0.44,0.4394,0.35,0.3582,casual,183
2/18/2022,1,1,2,15,0,6,0,1,0.42,0.4242,0.41,0.2537,casual,229
2/18/2022,1,1,2,16,0,6,0,1,0.44,0.4394,0.44,0.3284,casual,186
2/18/2022,1,1,2,17,0,6,0,1,0.48,0.4697,0.36,0.2836,casual,142
2/18/2022,1,1,2,18,0,6,0,1,0.46,0.4545,0.38,0.2985,casual,70
2/18/2022,1,1,2,19,0,6,0,1,0.44,0.4394,0.44,0.1642,casual,38
2/18/2022,1,1,2,20,0,6,0,1,0.44,0.4394,0.44,0.1642,casual,25
2/18/2022,1,1,2,21,0,6,0,1,0.44,0.4394,0.33,0.2985,casual,25
2/18/2022,1,1,2,22,0,6,0,1,0.4,0.4091,0.4,0.4478,casual,17
2/18/2022,1,1,2,23,0,6,0,2,0.36,0.3333,0.4,0.3881,casual,12
2/19/2022,1,1,2,0,0,0,0,2,0.34,0.303,0.39,0.3582,casual,9
2/19/2022,1,1,2,1,0,0,0,2,0.32,0.303,0.39,0.2537,casual,10
2/19/2022,1,1,2,2,0,0,0,2,0.3,0.2879,0.36,0.2836,casual,3
2/19/2022,1,1,2,3,0,0,0,2,0.3,0.2879,0.36,0.2239,casual,3
2/19/2022,1,1,2,4,0,0,0,2,0.28,0.2576,0.41,0.3881,casual,0
2/19/2022,1,1,2,5,0,0,0,2,0.26,0.2273,0.48,0.2985,casual,1
2/19/2022,1,1,2,6,0,0,0,1,0.24,0.2121,0.52,0.3284,casual,0
2/19/2022,1,1,2,7,0,0,0,2,0.24,0.2121,0.52,0.2836,casual,2
2/19/2022,1,1,2,8,0,0,0,2,0.24,0.2273,0.56,0.194,casual,8
2/19/2022,1,1,2,9,0,0,0,2,0.24,0.2273,0.56,0.2537,casual,20
2/19/2022,1,1,2,10,0,0,0,2,0.26,0.2424,0.52,0.2537,casual,49
2/19/2022,1,1,2,11,0,0,0,2,0.26,0.2273,0.56,0.3284,casual,82
2/19/2022,1,1,2,12,0,0,0,2,0.28,0.2727,0.52,0.2537,casual,71
2/19/2022,1,1,2,13,0,0,0,1,0.3,0.303,0.49,0.1642,casual,64
2/19/2022,1,1,2,14,0,0,0,2,0.32,0.3182,0.45,0.194,casual,48
2/19/2022,1,1,2,15,0,0,0,2,0.3,0.2879,0.49,0.194,casual,85
2/19/2022,1,1,2,16,0,0,0,2,0.32,0.303,0.45,0.2836,casual,62
2/19/2022,1,1,2,17,0,0,0,2,0.3,0.2879,0.49,0.2537,casual,22
2/19/2022,1,1,2,18,0,0,0,2,0.3,0.2727,0.49,0.3284,casual,23
2/19/2022,1,1,2,19,0,0,0,2,0.3,0.2879,0.52,0.2537,casual,18
2/19/2022,1,1,2,20,0,0,0,2,0.3,0.2879,0.52,0.2836,casual,22
2/19/2022,1,1,2,21,0,0,0,3,0.26,0.2576,0.65,0.1642,casual,3
2/19/2022,1,1,2,22,0,0,0,3,0.24,0.2576,0.75,0.0896,casual,8
2/19/2022,1,1,2,23,0,0,0,2,0.22,0.2273,0.93,0.1642,casual,5
2/20/2022,1,1,2,0,1,1,0,2,0.24,0.2576,0.87,0.0896,casual,5
2/20/2022,1,1,2,1,1,1,0,2,0.24,0.2576,0.87,0.0896,casual,3
2/20/2022,1,1,2,2,1,1,0,2,0.24,0.2576,0.87,0.0896,casual,1
2/20/2022,1,1,2,3,1,1,0,2,0.24,0.2273,0.81,0.194,casual,0
2/20/2022,1,1,2,5,1,1,0,2,0.24,0.2121,0.6,0.3582,casual,0
2/20/2022,1,1,2,6,1,1,0,1,0.24,0.197,0.52,0.4179,casual,1
2/20/2022,1,1,2,7,1,1,0,2,0.22,0.197,0.55,0.3284,casual,2
2/20/2022,1,1,2,8,1,1,0,1,0.2,0.1818,0.59,0.3582,casual,9
2/20/2022,1,1,2,9,1,1,0,1,0.2,0.1818,0.59,0.3582,casual,12
2/20/2022,1,1,2,10,1,1,0,1,0.22,0.197,0.55,0.4478,casual,30
2/20/2022,1,1,2,11,1,1,0,1,0.26,0.2273,0.48,0.3582,casual,45
2/20/2022,1,1,2,12,1,1,0,1,0.28,0.2727,0.45,0.2239,casual,65
2/20/2022,1,1,2,13,1,1,0,1,0.3,0.2879,0.42,0.2836,casual,66
2/20/2022,1,1,2,14,1,1,0,1,0.32,0.3182,0.36,0.194,casual,57
2/20/2022,1,1,2,15,1,1,0,1,0.34,0.3182,0.34,0.2239,casual,54
2/20/2022,1,1,2,16,1,1,0,1,0.36,0.3788,0.29,0.1045,casual,64
2/20/2022,1,1,2,17,1,1,0,1,0.38,0.3939,0.27,0.2537,casual,27
2/20/2022,1,1,2,18,1,1,0,1,0.34,0.3182,0.34,0.2239,casual,27
2/20/2022,1,1,2,19,1,1,0,1,0.34,0.3182,0.34,0.2239,casual,8
2/20/2022,1,1,2,20,1,1,0,1,0.34,0.3333,0.34,0.194,casual,9
2/20/2022,1,1,2,21,1,1,0,1,0.3,0.303,0.39,0.1642,casual,8
2/20/2022,1,1,2,22,1,1,0,1,0.3,0.3182,0.45,0.0896,casual,9
2/20/2022,1,1,2,23,1,1,0,1,0.3,0.3333,0.39,0,casual,0
2/21/2022,1,1,2,0,0,2,1,1,0.26,0.303,0.65,0,casual,1
2/21/2022,1,1,2,1,0,2,1,1,0.26,0.303,0.56,0,casual,0
